,1,2,3,4,5,6,11,12,13,14,15,99,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133
108,39819.0,19780.0,23664.0,37408.0,44108.0,41407.0,9529.0,21530.0,18053.0,26799.0,296.0,26208.0,17997.0,18613.0,16364.0,21420.0,21499.0,21517.0,26965.0,0.0,237.0,10383.0,14823.0,39297.0,47079.0,928.0,3182.0,18769.0,23605.0,24728.0,28613.0,34779.0,36249.0,9324.0,12357.0,16983.0,19411.0,19713.0,20288.0,36578.0,35887.0,35165.0,28408.0,26781.0,26100.0
109,40056.0,20017.0,23901.0,37645.0,44345.0,41644.0,9766.0,21293.0,18290.0,27036.0,59.0,26445.0,18234.0,18850.0,16127.0,21183.0,21262.0,21280.0,26728.0,237.0,0.0,10146.0,14586.0,39060.0,47266.0,1165.0,3419.0,19006.0,23842.0,24965.0,28850.0,35016.0,36486.0,9561.0,12594.0,17220.0,19648.0,19950.0,20525.0,36815.0,36124.0,35402.0,28645.0,27018.0,26337.0
110,50202.0,30163.0,34047.0,47791.0,52234.0,51790.0,19912.0,11147.0,26067.0,37182.0,10205.0,36591.0,26123.0,25507.0,5981.0,11037.0,11116.0,11134.0,16582.0,10383.0,10146.0,0.0,4440.0,28914.0,37120.0,11311.0,13565.0,29152.0,33988.0,35111.0,38996.0,45162.0,46632.0,19707.0,22740.0,27366.0,29794.0,30096.0,30671.0,46961.0,46270.0,45548.0,38791.0,37164.0,36483.0
111,54559.0,34520.0,38404.0,45104.0,56674.0,56147.0,24269.0,7142.0,30507.0,41539.0,14645.0,40948.0,30563.0,29947.0,10421.0,7032.0,7111.0,7129.0,12577.0,14823.0,14586.0,4440.0,0.0,24909.0,33115.0,15668.0,17922.0,33509.0,38345.0,39468.0,38102.0,45415.0,43945.0,24064.0,27097.0,31723.0,34151.0,34453.0,35028.0,51318.0,50627.0,49905.0,43148.0,41521.0,40840.0
112,56676.0,45889.0,18260.0,22282.0,69186.0,58264.0,41704.0,17829.0,43019.0,43656.0,39119.0,43065.0,43075.0,42459.0,22933.0,17877.0,17798.0,17816.0,12332.0,39297.0,39060.0,28914.0,24909.0,0.0,10293.0,40225.0,38624.0,23037.0,18201.0,17078.0,13193.0,21423.0,21123.0,41499.0,38466.0,33840.0,45520.0,45822.0,37145.0,53435.0,52744.0,52022.0,45265.0,43638.0,42957.0
113,61949.0,51162.0,23533.0,11989.0,77392.0,63537.0,46977.0,26035.0,51225.0,48929.0,47325.0,48338.0,51281.0,50665.0,31139.0,26083.0,26004.0,26022.0,20538.0,47079.0,47266.0,37120.0,33115.0,10293.0,0.0,46151.0,43897.0,28310.0,23474.0,22351.0,20530.0,12300.0,10830.0,46772.0,43739.0,39113.0,50793.0,51095.0,42418.0,58708.0,58017.0,57295.0,50538.0,48911.0,48230.0
114,38891.0,18852.0,22736.0,36480.0,45036.0,40479.0,8601.0,22458.0,18981.0,25871.0,1224.0,25280.0,18925.0,19541.0,17292.0,22348.0,22427.0,22445.0,27893.0,928.0,1165.0,11311.0,15668.0,40225.0,46151.0,0.0,2254.0,17841.0,22677.0,23800.0,27685.0,33851.0,35321.0,8396.0,11429.0,16055.0,18483.0,18785.0,19360.0,35650.0,34959.0,34237.0,27480.0,25853.0,25172.0
115,36637.0,16598.0,20482.0,34226.0,47290.0,38225.0,6347.0,24712.0,21235.0,23617.0,3478.0,23026.0,21179.0,21795.0,19546.0,24602.0,24681.0,24699.0,30147.0,3182.0,3419.0,13565.0,17922.0,38624.0,43897.0,2254.0,0.0,15587.0,20423.0,21546.0,25431.0,31597.0,33067.0,6142.0,9175.0,13801.0,16229.0,16531.0,17106.0,33396.0,32705.0,31983.0,25226.0,23599.0,22918.0
116,33639.0,22852.0,4895.0,18639.0,62877.0,35227.0,18667.0,40299.0,36822.0,20619.0,19065.0,20028.0,36766.0,37382.0,35133.0,40189.0,40268.0,40286.0,35369.0,18769.0,19006.0,29152.0,33509.0,23037.0,28310.0,17841.0,15587.0,0.0,4836.0,5959.0,9844.0,16010.0,17480.0,18462.0,15429.0,10803.0,22483.0,22785.0,14108.0,30398.0,29707.0,28985.0,22228.0,20601.0,19920.0
117,38475.0,27688.0,59.0,13803.0,67713.0,40063.0,23503.0,36030.0,41658.0,25455.0,23901.0,24864.0,41602.0,42218.0,39969.0,36078.0,35999.0,36017.0,30533.0,23605.0,23842.0,33988.0,38345.0,18201.0,23474.0,22677.0,20423.0,4836.0,0.0,1123.0,5008.0,11174.0,12644.0,23298.0,20265.0,15639.0,27319.0,27621.0,18944.0,35234.0,34543.0,33821.0,27064.0,25437.0,24756.0
118,39598.0,28811.0,1182.0,12680.0,68836.0,41186.0,24626.0,34907.0,42781.0,26578.0,25024.0,25987.0,42725.0,43341.0,40011.0,34955.0,34876.0,34894.0,29410.0,24728.0,24965.0,35111.0,39468.0,17078.0,22351.0,23800.0,21546.0,5959.0,1123.0,0.0,3885.0,10051.0,11521.0,24421.0,21388.0,16762.0,28442.0,28744.0,20067.0,36357.0,35666.0,34944.0,28187.0,26560.0,25879.0
119,43483.0,32696.0,5067.0,10859.0,72721.0,45071.0,28511.0,31022.0,46666.0,30463.0,28909.0,29872.0,46610.0,47226.0,36126.0,31070.0,30991.0,31009.0,25525.0,28613.0,28850.0,38996.0,38102.0,13193.0,20530.0,27685.0,25431.0,9844.0,5008.0,3885.0,0.0,8230.0,9700.0,28306.0,25273.0,20647.0,32327.0,32629.0,23952.0,40242.0,39551.0,38829.0,32072.0,30445.0,29764.0
120,49649.0,38862.0,11233.0,2629.0,78887.0,51237.0,34677.0,38335.0,52832.0,36629.0,35075.0,36038.0,52776.0,53392.0,43439.0,38383.0,38304.0,38322.0,32838.0,34779.0,35016.0,45162.0,45415.0,21423.0,12300.0,33851.0,31597.0,16010.0,11174.0,10051.0,8230.0,0.0,1470.0,34472.0,31439.0,26813.0,38493.0,38795.0,30118.0,46408.0,45717.0,44995.0,38238.0,36611.0,35930.0
121,51119.0,40332.0,12703.0,1159.0,80357.0,52707.0,36147.0,36865.0,54302.0,38099.0,36545.0,37508.0,54246.0,54862.0,41969.0,36913.0,36834.0,36852.0,31368.0,36249.0,36486.0,46632.0,43945.0,21123.0,10830.0,35321.0,33067.0,17480.0,12644.0,11521.0,9700.0,1470.0,0.0,35942.0,32909.0,28283.0,39963.0,40265.0,31588.0,47878.0,47187.0,46465.0,39708.0,38081.0,37400.0
122,30495.0,10456.0,23357.0,37101.0,53432.0,32083.0,205.0,30854.0,27377.0,17475.0,9620.0,16884.0,27321.0,27937.0,25688.0,30744.0,30823.0,30841.0,36289.0,9324.0,9561.0,19707.0,24064.0,41499.0,46772.0,8396.0,6142.0,18462.0,23298.0,24421.0,28306.0,34472.0,35942.0,0.0,3033.0,7659.0,10087.0,10389.0,10964.0,27254.0,26563.0,25841.0,19084.0,17457.0,16776.0
123,27462.0,7423.0,20324.0,34068.0,56465.0,29050.0,3238.0,33887.0,30410.0,14442.0,12653.0,13851.0,30354.0,30970.0,28721.0,33777.0,33856.0,33874.0,39322.0,12357.0,12594.0,22740.0,27097.0,38466.0,43739.0,11429.0,9175.0,15429.0,20265.0,21388.0,25273.0,31439.0,32909.0,3033.0,0.0,4626.0,7054.0,7356.0,7931.0,24221.0,23530.0,22808.0,16051.0,14424.0,13743.0
124,22836.0,12049.0,15698.0,29442.0,61091.0,24424.0,7864.0,38513.0,35036.0,9816.0,17279.0,9225.0,34980.0,35596.0,33347.0,38403.0,38482.0,38500.0,43948.0,16983.0,17220.0,27366.0,31723.0,33840.0,39113.0,16055.0,13801.0,10803.0,15639.0,16762.0,20647.0,26813.0,28283.0,7659.0,4626.0,0.0,11680.0,11982.0,3305.0,19595.0,18904.0,18182.0,11425.0,9798.0,9117.0
125,26057.0,369.0,27378.0,41122.0,63519.0,30854.0,10292.0,40941.0,37464.0,16246.0,19707.0,15655.0,37408.0,38024.0,35775.0,40831.0,40910.0,40928.0,46376.0,19411.0,19648.0,29794.0,34151.0,45520.0,50793.0,18483.0,16229.0,22483.0,27319.0,28442.0,32327.0,38493.0,39963.0,10087.0,7054.0,11680.0,0.0,302.0,9735.0,22816.0,23507.0,24612.0,17855.0,16228.0,15547.0
126,26359.0,67.0,27680.0,41424.0,63821.0,30552.0,10594.0,41243.0,37766.0,15944.0,20009.0,15353.0,37710.0,38326.0,36077.0,41133.0,41212.0,41230.0,46678.0,19713.0,19950.0,30096.0,34453.0,45822.0,51095.0,18785.0,16531.0,22785.0,27621.0,28744.0,32629.0,38795.0,40265.0,10389.0,7356.0,11982.0,302.0,0.0,9433.0,23118.0,23809.0,24310.0,17553.0,15926.0,15245.0
127,19531.0,9500.0,19003.0,32747.0,64396.0,21119.0,11169.0,41818.0,38341.0,6511.0,20584.0,5920.0,38285.0,38901.0,36652.0,41708.0,41787.0,41805.0,47253.0,20288.0,20525.0,30671.0,35028.0,37145.0,42418.0,19360.0,17106.0,14108.0,18944.0,20067.0,23952.0,30118.0,31588.0,10964.0,7931.0,3305.0,9735.0,9433.0,0.0,16290.0,15599.0,14877.0,8120.0,6493.0,5812.0
128,3241.0,23185.0,35293.0,49037.0,80686.0,9583.0,27459.0,58108.0,54631.0,9815.0,36874.0,10586.0,54575.0,55191.0,52942.0,57998.0,58077.0,58095.0,63543.0,36578.0,36815.0,46961.0,51318.0,53435.0,58708.0,35650.0,33396.0,30398.0,35234.0,36357.0,40242.0,46408.0,47878.0,27254.0,24221.0,19595.0,22816.0,23118.0,16290.0,0.0,691.0,3341.0,8170.0,9797.0,10478.0
129,3932.0,23876.0,34602.0,48346.0,79995.0,8892.0,26768.0,57417.0,53940.0,9124.0,36183.0,9895.0,53884.0,54500.0,52251.0,57307.0,57386.0,57404.0,62852.0,35887.0,36124.0,46270.0,50627.0,52744.0,58017.0,34959.0,32705.0,29707.0,34543.0,35666.0,39551.0,45717.0,47187.0,26563.0,23530.0,18904.0,23507.0,23809.0,15599.0,691.0,0.0,2650.0,7479.0,9106.0,9787.0
130,6582.0,24377.0,33880.0,47624.0,79273.0,6242.0,26046.0,56695.0,53218.0,8402.0,35461.0,9173.0,53162.0,53778.0,51529.0,56585.0,56664.0,56682.0,62130.0,35165.0,35402.0,45548.0,49905.0,52022.0,57295.0,34237.0,31983.0,28985.0,33821.0,34944.0,38829.0,44995.0,46465.0,25841.0,22808.0,18182.0,24612.0,24310.0,14877.0,3341.0,2650.0,0.0,6757.0,8384.0,9065.0
131,11411.0,17620.0,27123.0,40867.0,72516.0,12999.0,19289.0,49938.0,46461.0,1645.0,28704.0,2416.0,46405.0,47021.0,44772.0,49828.0,49907.0,49925.0,55373.0,28408.0,28645.0,38791.0,43148.0,45265.0,50538.0,27480.0,25226.0,22228.0,27064.0,28187.0,32072.0,38238.0,39708.0,19084.0,16051.0,11425.0,17855.0,17553.0,8120.0,8170.0,7479.0,6757.0,0.0,1627.0,2308.0
132,13038.0,15993.0,25496.0,39240.0,70889.0,14626.0,17662.0,48311.0,44834.0,18.0,27077.0,789.0,44778.0,45394.0,43145.0,48201.0,48280.0,48298.0,53746.0,26781.0,27018.0,37164.0,41521.0,43638.0,48911.0,25853.0,23599.0,20601.0,25437.0,26560.0,30445.0,36611.0,38081.0,17457.0,14424.0,9798.0,16228.0,15926.0,6493.0,9797.0,9106.0,8384.0,1627.0,0.0,681.0
133,13719.0,15312.0,24815.0,38559.0,70208.0,15307.0,16981.0,47630.0,44153.0,699.0,26396.0,108.0,44097.0,44713.0,42464.0,47520.0,47599.0,47617.0,53065.0,26100.0,26337.0,36483.0,40840.0,42957.0,48230.0,25172.0,22918.0,19920.0,24756.0,25879.0,29764.0,35930.0,37400.0,16776.0,13743.0,9117.0,15547.0,15245.0,5812.0,10478.0,9787.0,9065.0,2308.0,681.0,0.0
